,1th_theta,2th_theta,3th_theta,4th_theta,5th_theta,6th_theta,7th_theta,8th_theta,9th_theta,10th_theta,11th_theta,12th_theta,13th_theta,14th_theta,15th_theta,16th_theta,17th_theta,18th_theta,19th_theta,20th_theta,21th_theta,22th_theta,23th_theta,24th_theta,25th_theta,26th_theta,27th_theta,28th_theta,29th_theta,30th_theta,31th_theta,32th_theta,33th_theta,34th_theta,35th_theta,36th_theta,37th_theta,38th_theta,39th_theta,40th_theta,41th_theta,42th_theta,43th_theta,44th_theta,45th_theta,46th_theta,47th_theta,48th_theta,49th_theta,50th_theta,51th_theta,52th_theta,53th_theta,54th_theta,55th_theta,56th_theta,57th_theta,58th_theta,59th_theta,60th_theta,61th_theta,62th_theta,63th_theta,64th_theta,65th_theta,66th_theta,67th_theta,68th_theta,69th_theta,70th_theta,71th_theta,72th_theta,73th_theta,74th_theta,75th_theta,76th_theta,77th_theta,78th_theta,79th_theta,80th_theta,81th_theta,82th_theta,83th_theta,84th_theta
0,1.572107414430446,3.3080534683055305,3.1338415738370666,3.3357651551595966,7.869069803567164,4.789990848302958,1.634092488097437,3.8278547851788516,4.88051594940485,2.8418417486924836,5.98916208366952,3.3412432712449043,3.451176279084805,5.598549967553712,0.7561545740052984,0.2877102341810812,1.5840127907146198,1.5601168762644604,2.6230420040846747,3.0032269069261655,2.599426305716747,4.723168794225531,3.355295706063806,6.329058175847379,1.5750009630718742,2.5532421607969362,3.219915946387106,6.724842987145613,1.5650774777832126,1.5796167781770332,3.3946977399900065,5.863964280950064,6.195004740838989,1.3732036749032375,3.0711412117333907,1.9272626468826115,5.614113319546785,3.6188810281107493,3.822561655162511,3.3756272014771627,0.5181640467892012,3.55062707862418,4.000094431209856,3.657017820272344,1.8773730261669792,4.08235725326027,5.022445834236815,2.833201953955861,4.355204676168688,3.569742423360517,5.654129861675337,1.4695851353063372,1.2246773219541476,0.9802031859986987,3.1721308838396696,0.9209538868750891,2.4166631897572195,1.5829446023940639,2.0632064865736623,4.519836502805873,6.108019990440216,1.6939174407959157,1.7493976126743354,3.634308581814657,1.4702354977973093,0.3561381023129505,4.788612087410346,5.7627081246356635,6.775228649958647,9.894432788011274,6.056453245647516,10.121496526652916,5.939672472077389,5.988341584143595,5.335373207131415,1.5680669100000113,8.871865139566523,5.224570645845315,10.087095878269297,11.40622113387488,6.694109256989256,21.28700750559537,5.04546137199306,8.266915964254691
1,1.5728644167310262,3.306443920731234,3.138055378207625,3.3059836813107735,7.870317471775278,4.790439552889298,1.642955745969328,3.8356630561504743,4.879039377751305,2.8393764548590648,5.996187710400653,3.342874044792927,3.4566208995804564,5.600368534628828,0.7569188818717787,0.28858097797271054,1.5842564799234262,1.560876448455153,2.628415168836865,3.006915676277088,2.601779551487576,4.7239382107698376,3.3549309127323337,6.327448123138961,1.5746447519829723,2.554685660806397,3.21686551460062,6.726929768953601,1.5661710091778258,1.5792172230780586,3.392714135028572,5.8631812332352995,6.1981243245467965,1.3733724539989762,3.069846767670156,1.926062218800908,5.617582915495916,3.6168428944601416,3.82966208050334,3.3699752962285494,0.5195570491434282,3.5465494829707307,4.006382408744455,3.659210914842187,1.8794843750314463,4.088105857331028,5.017251279277759,2.836627590433743,4.358314242473014,3.569816144274871,5.649480003088884,1.46923045830908,1.2244773038795551,0.9795619462958127,3.171531512518349,0.9208398118940366,2.4172512732645077,1.583550737011516,2.0628970991225866,4.518097951049863,6.1075151962866405,1.6934329451296912,1.7497900894871439,3.6326553284165444,1.4707362172825957,0.35605444292768706,4.801790652587885,5.773892730530651,6.791716422221823,9.913630880159467,6.06133444141525,10.124961861224993,5.945182876534478,6.0050082538499305,5.337780215053083,1.5711482662284855,8.891887472919962,5.236139632480329,10.1033974661609,11.428383327007742,6.70979861933346,21.35615947228775,5.052029156843593,8.294287608771036
2,1.5709325470616158,3.3161162276218077,3.137571052641089,3.299344198650118,7.879635991155721,4.782662238389872,1.6448692199729773,3.8309569606939258,4.8868263911623275,2.8367850478506553,5.987591456265967,3.35118238029155,3.457927109122454,5.608856677454412,0.7571568619408895,0.2887321390893124,1.5640122865352462,1.5613589726520587,2.626800556587252,3.001951086478873,2.609698769890585,4.7254291949617055,3.356335811315695,6.325435048116507,1.5756108940136233,2.554858846586567,3.2197019293266864,6.726218283381105,1.5666949015229812,1.5778786506291613,3.3910056590375657,5.8668247838245495,6.1976995510733115,1.3757769813862315,3.0707064375459288,1.9246759393624375,5.635354159676648,3.615745107366371,3.824145572136242,3.374516896831489,0.5212118321796848,3.543552413371086,4.003613670763351,3.6616260693019473,1.878366951396418,4.086152122057053,5.030575194969008,2.839819678711237,4.363646065098221,3.5668769593341,5.653473537872813,1.4710910629167218,1.2238186730474643,0.9809953381031584,3.1703005397697424,0.9225600854509177,2.416696223504008,1.5847841252435766,2.0622423551256057,4.518168756657551,6.109942989712646,1.6932601954153153,1.7483753334193877,3.633798012489436,1.4708069972694826,0.3566847948418148,4.817311609998798,5.789970588757683,6.802204353437089,9.945238695279777,6.070721095533492,10.147743969571776,5.955498059150967,6.015717755321301,5.3476612871596565,1.5725048802191437,8.902188281070252,5.2529414615936485,10.125753705891283,11.464710719191743,6.731016534510371,21.400037812826437,5.06682292182411,8.305376840320964
3,1.5717393750041548,3.315382081555825,3.1369651235135225,3.299288669670171,7.8752375637466,4.785173196676652,1.6478193282149114,3.8306034330187884,4.886432598874427,2.834335472230747,5.991539513714299,3.348948992736798,3.4550883241855734,5.60575560438204,0.7586949463977111,0.2893688605074909,1.5648002894395652,1.562772774901179,2.625864415122769,3.005901450087941,2.6077244826003314,4.72490419632597,3.3536380694318986,6.328113412538533,1.5755971591665707,2.556288110364731,3.218280805768182,6.725047085325012,1.5706527785232864,1.577911282338411,3.3905475952937074,5.866346841532942,6.198019989538673,1.3762568925638043,3.069702187081315,1.924803853365635,5.634749493224849,3.6146755141443188,3.8251696951953127,3.383818104158019,0.522175434726166,3.5451971397021227,4.004959830755663,3.6593972670905712,1.8804368564313383,4.085063300459428,5.029143042876958,2.8375136497270876,4.361409808776723,3.5641728706291267,5.65365956548099,1.4708951350262205,1.226516307870059,0.980686510283796,3.17105724118249,0.9225693607349834,2.419628964505646,1.5843255635120508,2.0629176606183672,4.518775209759644,6.110051889013906,1.6961889187185069,1.7511639889861437,3.6312256105032517,1.4708270726128418,0.35725486143623847,4.833814585759868,5.809805665252475,6.824994962977227,9.960478611514688,6.082851582764523,10.158290824819861,5.898655120005935,6.029154562973872,5.365981116090233,1.5753522092049999,8.917255821480556,5.265288248021583,10.149807020770835,11.492224705510257,6.742680530365048,21.448578045265,5.084180664613861,8.317240070482038
4,1.5725019119233306,3.311352686743361,3.1311096831967555,3.3112119546525,7.88556372676843,4.778604184099581,1.6446143400652007,3.827195094013928,4.87737776572284,2.8382834199632603,6.002670918545824,3.3448585817019376,3.456523941480157,5.597833639521091,0.7619344983670574,0.2905517152619391,1.5665001509813887,1.5669868935198343,2.6247767490914256,3.012829133003249,2.605779998464107,4.72634460769312,3.35544746332803,6.326655246877936,1.5761059400739792,2.5568219985741685,3.217857906162505,6.7200676815797316,1.5700115842455518,1.5768935320925919,3.391943069551469,5.863900164651747,6.195652190899782,1.3785788197876796,3.0711306684806314,1.9235155873817085,5.622926811895944,3.6216129450083154,3.821887579383612,3.38694224363639,0.5224698219954522,3.5518726660825326,4.000877941823829,3.660508278294044,1.8826885199889103,4.080735738040985,5.022938860202977,2.8382558434658245,4.355803871465711,3.565679723860617,5.656147791802279,1.4723760589007457,1.2141989381825051,0.9808657800382681,3.1731253764432195,0.9229917824648658,2.418581972565848,1.5835410473283855,2.0617377912079675,4.519479524262408,6.108979825805063,1.6945685350435518,1.7512908882291116,3.635284778758553,1.4719378942776034,0.3575983515358967,4.846153508806425,5.822583111265387,6.851780201647541,9.97473612654975,6.10155765151657,10.186193039996203,5.905941610395939,6.048008883166638,5.38532293842591,1.5789028143220145,8.944778476475108,5.279979575040171,10.15456699784023,11.499767797644902,6.762623030855516,21.522712976978582,5.089633407793334,8.328528794561386
5,1.5721642674423664,3.3110377063533027,3.131661619613184,3.3072101491919006,7.884355134084306,4.788982985117462,1.648810874468982,3.831331818919682,4.874725484686224,2.836944931559461,6.0043233576726225,3.3495179234401293,3.4572120305291607,5.601063286110591,0.7621125840729575,0.29127585587230614,1.5673712527965677,1.5691551279609097,2.6275337372331964,3.013222049780978,2.60860150188267,4.723912823554567,3.3537846894695935,6.330441107388469,1.5749478052019443,2.55553291783955,3.220533915786188,6.724779630410813,1.5689126150159596,1.5764169435400175,3.390646942620176,5.860721938500214,6.199859309199457,1.377651419462279,3.0699250467193795,1.9226097909828068,5.6225491028391055,3.620127822250533,3.826258799661818,3.383543126109936,0.5237851000843148,3.550061242949927,4.003680674213143,3.663366044096822,1.8830232368321664,4.084305798426792,5.019727490195594,2.8406704945632453,4.355429583549513,3.5560589197029477,5.653494881142925,1.4713133576457094,1.2141727765623256,0.9817874708941607,3.1706164045387815,0.9233420931215617,2.4208553819713883,1.5825962456723488,2.062104368813925,4.517749510823368,6.113971700199828,1.6949377800591372,1.7515123494883422,3.6319279261900976,1.4713553022673,0.3582684203365994,4.85159328098203,5.831273313746242,6.860038410836008,10.005463614804853,6.114037925462214,10.203771407449599,5.912701929159729,6.066424618085423,5.39467307649539,1.5836661706986068,8.968700546555649,5.292468243467878,10.161150349919502,11.535305409233086,6.767503902389811,21.55237620135228,5.099396994554252,8.348017993643925
6,1.5729859620911735,3.313050185525952,3.1363079436256585,3.3066413540961683,7.880913992893073,4.796088212099744,1.6505912707772277,3.833078272030048,4.876056762580863,2.8356402998097074,6.005773407177708,3.351651458329963,3.4575157895638204,5.602412473566979,0.7626932824395437,0.29170801048151346,1.5683639670573575,1.571483222128133,2.6291952228969846,3.0126638729819053,2.607724102275411,4.723245505923982,3.35321278262907,6.330303562577402,1.5744319769685076,2.5568560106875484,3.221934810941707,6.726355068770095,1.5701287278843497,1.5787558117793443,3.392425785561195,5.84280580612235,6.201210857133373,1.3779070697457545,3.069613165554207,1.9217262933411248,5.621696977105932,3.6197519874760244,3.8262055137666104,3.383079945247848,0.524562219576617,3.5495378085015656,4.005230514665438,3.663289663926866,1.8838569936535272,4.085869297431206,5.020954152872186,2.8418266214553594,4.355204516970025,3.557503219366703,5.654789798406834,1.4719835191639699,1.215116794355132,0.9830121849742879,3.169905233230059,0.9248329471029374,2.4219686112310397,1.581808062804257,2.064086348782494,4.517844151912983,6.114221074710478,1.696130721614289,1.7514066003867232,3.6314213763801293,1.4728221817117721,0.35879996919676216,4.85879140041453,5.839924946173975,6.870216381851497,10.020308330325271,6.123109084698685,10.218910344495443,5.921474374043291,6.075425135317655,5.402676942206098,1.5860157943330924,8.982007057210925,5.300320471860257,10.176226051767188,11.55241989126346,6.777544583569808,21.584352620018635,5.106962770676587,8.360403621841261
7,1.574800338864522,3.3096238543145486,3.13351676208034,3.3196882305493602,7.891675719291254,4.788142187519497,1.6471276224111546,3.828965639323254,4.874580566378578,2.8404783535071783,6.0120191574283375,3.3493873174441378,3.460765083198967,5.600837678934218,0.7638344242249009,0.2930115301250926,1.5721524857325264,1.5711688270275912,2.6245570788049855,3.015466077074837,2.6060741768476507,4.7225848298997875,3.3521267578404474,6.326798732449102,1.5750431866164034,2.556072469302789,3.217327476587135,6.73279752640834,1.5685143989264156,1.5764699181694608,3.3929278044530014,5.847610676997077,6.197166651400129,1.3787859973391405,3.068978240420895,1.9221147011491104,5.616639972851235,3.6220113306205763,3.8228165762816397,3.397821086601386,0.5242374612470946,3.550846856509689,4.000808066319719,3.660759280790435,1.883716389764706,4.082619307503425,5.023547111022438,2.840957290212386,4.352049699214464,3.556973825620794,5.660185328907563,1.4779281962266966,1.2173726207959414,0.9838604596674055,3.171832209922573,0.924230523002697,2.4215848369318556,1.581648770161935,2.0648425458721733,4.517909070536799,6.111758984321422,1.694782781492252,1.7499393963185454,3.639982152401474,1.4769441616030352,0.36015841578004815,4.867135796112168,5.842481362898697,6.899380457388417,10.03144729883656,6.139730902419993,10.263380547824307,5.931555308047763,6.079507180533938,5.409669520411541,1.5817182108474708,9.024208684887027,5.311987173413607,10.18889484380042,11.597524183045044,6.790326096249607,21.69398898544537,5.0701249480747075,8.35962030601318
8,1.5760350242886862,3.3119162901525563,3.133620235783618,3.3202010528644577,7.893314483922929,4.788501346273646,1.6488146767472625,3.8267897625226586,4.87471092374982,2.8416765894059037,6.0108651648194495,3.348781687965361,3.459009712387636,5.6027751268757875,0.7641586371129951,0.29347014627756607,1.572486023776451,1.5730756334153564,2.6266927163880505,3.0160091652412637,2.608039147973888,4.720494944548099,3.3507677241727034,6.326557521417186,1.5753015143272566,2.555430627196868,3.216342361840952,6.734249111213694,1.5695357316680574,1.5770429030668618,3.391410432610118,5.847379249820824,6.196190255967602,1.3797061825928534,3.0696673811017083,1.923957696895131,5.617800039539857,3.6201161580298526,3.8218038167373325,3.4010974892108785,0.5250579878910702,3.5520773024008876,4.001775029467257,3.6720906336738057,1.884131803879642,4.0832055797404365,5.021955643477671,2.842308016760607,4.352693989192645,3.557579299890458,5.65895511112839,1.4772725995595093,1.2175468281460806,0.9850032343841687,3.170551604810665,0.9249661031699088,2.422692088378314,1.5814569584640616,2.066573331699096,4.516958150773796,6.113162434726344,1.695948325024494,1.7516378600620823,3.6383366315095387,1.4771667239110162,0.3607221289788276,4.87475374579294,5.8516259051711685,6.9101792383048775,10.04714833204154,6.14934069409778,10.279444598601444,5.940839267188892,6.089022711171525,5.418136633704128,1.5841938865311076,9.038333207100933,5.3203013961283965,10.204842310950355,11.61567641042249,6.800954187324971,21.727944010205192,5.078060612569729,8.372704626958665
9,1.573189925055499,3.3093139166830756,3.1321588296354825,3.312596859697242,7.881408603738244,4.794484998045036,1.6569818483470504,3.8349638760074525,4.870222452174016,2.838803845281549,6.016872631847608,3.3535796012497907,3.4564263857630007,5.607945985864287,0.7636758216027921,0.2933323393909322,1.5729363377044787,1.5713613801914708,2.62766765637775,3.016642705170672,2.6086024126279854,4.724025692173007,3.357809592279134,6.331798720420669,1.5740716906886238,2.5558078468710494,3.2212094882183315,6.739512526933,1.5696175538095247,1.5758186517871962,3.401570379379471,5.84659191169815,6.196844078676539,1.3799969579127231,3.068388052236763,1.9205739467994505,5.62107817421765,3.61825032716429,3.829739638671196,3.3968534740223904,0.5258164305651012,3.550177620296748,4.008065368058618,3.6751903633124328,1.886266094522091,4.089113539904307,5.017655874409823,2.843802651246815,4.3556067314405755,3.5574280244957905,5.657356033480198,1.476694072798201,1.217240609540031,0.9870677128113691,3.1743496994029146,0.9256332940969139,2.4214589394459782,1.5825271084064303,2.0637246897175885,4.520225763279273,6.116496253130276,1.6935525046263695,1.7511880345308901,3.636756847650785,1.4770424958751502,0.36184950940224686,4.903569344616923,5.872458674675711,6.916903113719885,10.037636905786414,6.156037581075331,10.278692165985458,5.954445876973058,6.105459561296632,5.418501113393006,1.5819142406190911,9.046712984591416,5.331340331263377,10.20196390687193,11.618306618715359,6.82760141700054,21.783337659054922,5.103557716276029,8.374815899763176
